query_id,question_type,n_required_documents,n_required_evidence_facts,condition,hit@1,hit@3,hit@4,hit@5,hit@10,evidence_recall@1,evidence_recall@3,evidence_recall@4,evidence_recall@5,evidence_recall@10,precision@1,precision@3,precision@4,precision@5,precision@10,mrr@1,mrr@3,mrr@4,mrr@5,mrr@10,map@1,map@3,map@4,map@5,map@10,ndcg@1,ndcg@3,ndcg@4,ndcg@5,ndcg@10,all_evidence_hit@1,all_evidence_hit@3,all_evidence_hit@4,all_evidence_hit@5,all_evidence_hit@10,doc_recall@1,doc_recall@3,doc_recall@4,doc_recall@5,doc_recall@10,first_relevant_rank,complete_evidence_rank
q00349,inference,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.4441228664487979,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2,
q00421,temporal,3,3,baseline,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.18154179253735267,0.18154179253735267,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,
q00425,temporal,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.5,0.6,0.3,0.0,0.5,0.5,0.5,0.5,0.0,0.38888888888888884,0.38888888888888884,0.5888888888888889,0.5888888888888889,0.0,0.5307212739772434,0.5307212739772434,0.7122630665145961,0.7122630665145961,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2,3
q00428,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1,
q00452,comparison,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.4,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.0,0.3065735963827292,0.5706417189553201,0.5706417189553201,0.5706417189553201,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,3,4
q00485,comparison,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.25,0.39285714285714285,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.5912352048230277,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,2,7
q00539,comparison,3,3,baseline,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.08333333333333333,0.08333333333333333,0.17857142857142858,0.0,0.0,0.20210734650054757,0.20210734650054757,0.35853358850813305,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,4,
q00558,temporal,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,
q00581,inference,3,4,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.25,0.2,0.4,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.125,0.125,0.41547619047619044,0.0,0.2960819109658652,0.24630238874073,0.24630238874073,0.6283303929311413,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,2,10
q00610,temporal,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.25,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3065735963827292,0.3065735963827292,0.3065735963827292,0.3065735963827292,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,3,
q00652,temporal,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.25,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999999999999997,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.6049306994552042,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1,
q00661,comparison,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.25,0.375,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.5802792108518124,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,2,8
q00684,temporal,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.4,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.59375,1.0,0.7653606369886217,0.6366824387328317,0.6366824387328317,0.7598336331031966,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1,
q00692,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.7653606369886217,0.9674679834891693,0.9674679834891693,0.9674679834891693,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,2
q00693,inference,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.7,0.7,1.0,0.6131471927654584,0.6131471927654584,0.8503449055347546,0.8503449055347546,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1,5
q00712,comparison,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,0.2,0.1,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,
q00723,temporal,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,0.4,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.38888888888888884,0.38888888888888884,0.38888888888888884,0.38888888888888884,0.0,0.5307212739772434,0.5307212739772434,0.5307212739772434,0.5307212739772434,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,2,
q00768,inference,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,0.2,0.1,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,
q00782,comparison,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.25,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3065735963827292,0.3065735963827292,0.3065735963827292,0.3065735963827292,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,3,
q00821,temporal,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.75,0.6,0.3,0.0,0.5,0.5,0.5,0.5,0.0,0.38888888888888884,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.0,0.5307212739772434,0.7328286204777911,0.7328286204777911,0.7328286204777911,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2,3
q00848,inference,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.125,0.125,0.1875,0.0,0.2960819109658652,0.24630238874073,0.24630238874073,0.369453583111095,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,
q00850,temporal,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.19444444444444442,0.0,0.23463936301137822,0.23463936301137822,0.23463936301137822,0.38268031849431083,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,3,
q00912,comparison,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.20634920634920637,0.0,0.23463936301137822,0.23463936301137822,0.23463936301137822,0.39106560501896365,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,
q00963,inference,2,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1,
q00999,inference,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1,
q01025,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1,
q01045,temporal,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.75,1.0,0.6131471927654584,0.8772153153380493,0.8772153153380493,0.8772153153380493,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,4
q01088,comparison,3,3,baseline,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.11309523809523808,0.0,0.0,0.0,0.0,0.2691828628414762,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,6,
q01098,temporal,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0.9197207891481876,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,3
q01144,inference,2,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,0.4,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8095238095238094,1.0,0.7653606369886217,0.7653606369886217,0.7653606369886217,0.9217868789962071,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1,7
q01218,inference,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.65,0.65,1.0,0.7653606369886217,0.6366824387328317,0.787702056960637,0.787702056960637,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1,
q01246,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,0.4,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.7222222222222222,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,0.8710785440003369,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1,6
q01292,inference,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,
q01317,comparison,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.5,0.4,0.3,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.4761904761904762,0.0,0.2960819109658652,0.49818925746641285,0.49818925746641285,0.6546154994739983,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,2,7
q01357,inference,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,0.7039180890341347,0.5855700749881525,0.5855700749881525,0.5855700749881525,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1,
q01406,inference,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.25,0.2,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.25,0.41666666666666663,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.6052602440527057,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,2,6
q01412,inference,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,
q01413,temporal,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,0.7653606369886217,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1,
q01441,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1,
q01445,inference,3,3,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.25,0.4,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.3,0.3,0.0,0.2960819109658652,0.2960819109658652,0.4776237035032179,0.4776237035032179,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,
q01454,comparison,3,3,baseline,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.35,0.35,1.0,0.46927872602275644,0.3903800499921017,0.5413996682199069,0.5413996682199069,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,
q01500,inference,2,2,baseline,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.125,0.125,0.29166666666666663,0.0,0.0,0.2640681225725909,0.2640681225725909,0.48247555939075504,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,4,6
q01518,temporal,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,2
q01552,comparison,2,2,baseline,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.4,0.2,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.5,0.0,0.38685280723454163,0.6509209298071326,0.6509209298071326,0.6509209298071326,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2,4
q01564,temporal,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.8055555555555555,0.8055555555555555,0.8055555555555555,1.0,0.7039180890341347,0.9060254355346823,0.9060254355346823,0.9060254355346823,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,3
q01658,comparison,2,2,baseline,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.7,0.7,1.0,0.6131471927654584,0.6131471927654584,0.8503449055347546,0.8503449055347546,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1,5
